phone,title,location,website,description,images,rating,image
N/A,Maison de beauté Taj,"Comatrav 123, Témara 12000",N/A,N/A,https://lh3.googleusercontent.com/p/AF1QipP2b3ILFI81W8a-e2uw2WxlVsn8tDvjVK9Pocvm|https://lh3.googleusercontent.com/p/AF1QipPb4u53iF9m8hPnR18xCMAylT7IDcInjPriYlIN|https://lh3.googleusercontent.com/p/AF1QipN3mplaSdhnqQMcDC3qoc0YVMNy63LdNxAJw0vO|https://lh3.googleusercontent.com/p/AF1QipOm7OVAV06J0bnlnt8e-4QbkrEKH6c4ePggwX-1|https://lh3.googleusercontent.com/p/AF1QipMaHpjf5ZVo14Gf9R8JKqNgF-OfOn_jGiSboAw1|https://lh3.googleusercontent.com/p/AF1QipNtSxHByrP9kbg_O9m9oK6gLh6ToU6G_XzWEW-8|https://lh3.googleusercontent.com/p/AF1QipNFirpuU9h3M5HKDyty1YZBnJT9MUdii2afET3x|https://lh3.googleusercontent.com/p/AF1QipMXwShPd1-roICp1CwD57xy8OzjBh3d2lcPjsuT,"4,2",https://lh3.googleusercontent.com/p/AF1QipP2b3ILFI81W8a-e2uw2WxlVsn8tDvjVK9Pocvm
0658-803193,Hamam Istanbul ( Hamam beldi ) aux feux de bois,"Hay lazrak, Témara 12000",N/A,N/A,,N/A,N/A
05375-83269,Pink lady,"Résidence Ash-shams ilot2 sable d'or, Témara 10000",N/A,N/A,https://lh3.googleusercontent.com/p/AF1QipOy4GimUcbEX7khjcjyXyPtTy_aaG-c9uUVF6QV|https://lh3.googleusercontent.com/p/AF1QipPmhKzs7-VhjBdiB6nXlQZkJ-bFz1R2QkDMZ2G5|https://lh3.googleusercontent.com/p/AF1QipMRYZ6A2G5hKa57_YCntHKyrqBhNI15nDoahzUL|https://lh3.googleusercontent.com/p/AF1QipNva_4FUNMWCvvm8MUab56a5ADK875KGjW5jEB7|https://lh3.googleusercontent.com/p/AF1QipM7W6rRZNg1FK-uIFFVIuLMY5PLW0uiQXM7hUE_|https://lh3.googleusercontent.com/p/AF1QipPyx9NBzOZVxCKtDdAaTXi56h-cAF87ck8qMem0|https://lh3.googleusercontent.com/p/AF1QipNVlfwElDWIMp9LvtBKl4lpKZgSSX0lk-2QaCig|https://lh3.googleusercontent.com/p/AF1QipPKmnfYbaI1brAWVb79b1zzJfFthSi1rjj63MR1,"4,6",https://lh3.googleusercontent.com/p/AF1QipOy4GimUcbEX7khjcjyXyPtTy_aaG-c9uUVF6QV
0698-184998,Salon Atelier Beauté,"155 Bd Sahl Rhone, Témara 10000",N/A,N/A,https://lh3.googleusercontent.com/p/AF1QipPWp22hHL9pkOAxGiu_fFvh4FZxq60zJUU2GBqe|https://lh3.googleusercontent.com/p/AF1QipNVKbY4ddQczrvbhtksUO9iPlkUaxctJM28uYqZ|https://lh3.googleusercontent.com/p/AF1QipMCAIL6UIgBMp98CtiCNraVPzmD7ErzX2DHdOIf|https://lh3.googleusercontent.com/p/AF1QipPdS8uVlo6VwKqQWX4bacuj8SoXSt6KSM1Vzg6d|https://lh3.googleusercontent.com/p/AF1QipOUtZPt1HP1JJMkzcKDqAyfPGQ2TwOkiNdQzjKq|https://lh3.googleusercontent.com/p/AF1QipNNA7ury3iZbJUMvQJpo2z1XM1jRXXyXqfGCX-n|https://lh3.googleusercontent.com/p/AF1QipOQh_W6OoTZ_dfoBG5NpTxS76_F7R9J82te9-BG|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxa-_3fOFChG9Qn8PgvZ2nRXQtYru-eyF1eGKcmHpdqnJu4XkJsEb07kNQ1lbMjaFwooBmsc84OfR_vmFv69bqXO0ECj-Yn9NIYuVmdK46ya-hn5jHFnOm4-2CRiEGisVn-ncg|https://lh3.googleusercontent.com/p/AF1QipNNJm61jQU0riHyzPBZV7aaz7rVUVAhqBFbX-r5|https://lh3.googleusercontent.com/p/AF1QipMcHcsz3B0tv6l6GuH7JQRgwxm2JbZprFizOnnw|https://lh3.googleusercontent.com/p/AF1QipObzJQ9ZwglHE-xf8izH_m262OARjyDvLQJR2xl|https://lh3.googleusercontent.com/p/AF1QipPmnrn0WlhQvz1s91CcAr2bgVXTnFOS8VqtkypL|https://lh3.googleusercontent.com/p/AF1QipPm1_VPRPYhNpS-VLFhq1QhYC3KueDSWk3mOsDg|https://lh3.googleusercontent.com/p/AF1QipP9O7rwfhp9a6sKFvU9jq67j7BuHigQMuMdhL8H|https://lh3.googleusercontent.com/p/AF1QipNexClx5klZ0N5jAm9pyypbw6nCcvVNsQjNIQ_q|https://lh3.googleusercontent.com/p/AF1QipO89GW-NqTRpm6QuDuz6508g7l598OU996t2PB8|https://lh3.googleusercontent.com/p/AF1QipNDv4M8FB2i5f_idW-zMIC6mOe-6sTwxKLl4ZSp|https://lh3.googleusercontent.com/p/AF1QipOLLpGPM6GL-U0ZFPUKOdy7y4AI2H8Pv9U4OLwH|https://lh3.googleusercontent.com/p/AF1QipPkF_sE5M4BOF1o75li7dNED0DvCOSZ8F4Xjank|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVFBWBkqrW8LxODv_g_XfLpEwT6t7phN8pvfwEOMN-P0yyZ7-p0bONON7Ze-NkU4KDT4Aiy0nIPpw5u8FkUITm2r-VWhJjgw-2dOGBrkWpE1SP4Zn6bqX2dB40-YjNVt9ubsUI,"4,1",https://lh3.googleusercontent.com/p/AF1QipPWp22hHL9pkOAxGiu_fFvh4FZxq60zJUU2GBqe
0680-673832,SMHB Salon & Spa,"N 11, lot Ben Moussa, Ain Atiq ain atiq, 12000",N/A,N/A,,"4,0",N/A
0661-314780,FD Ajmal Institut de Beauté et Spa,"mag 18, Res Naourasse al bahr, IMM E, Témara 12000",N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwF7JPz9kvTF3np0qIO6wmnc0eJhIwnbWIXGZNCEFAbRl0MG6lS_Agp8r1cp59XAc7gnhCeGYCjOLPVIwYDy6HEPS7AZpV8M_twWriwuV6pIBgZpv9ptfZdD8jV2D852m0uyuloWUsRiLE|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzw19Da0Z_VQ0p8_Iu1diuJ9uLLCcD8Dzwe8eGc_r9G5PpDTy57bFOS3zKM8H28k7tXHwezcv4G9GdBA39_tysaCoXA9a2qdOgyt6AWZZrYJvpGmsT10xcRxy4RxiDajf9x4Yy1|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTJXLuFxoNSecfuavF7AdIUuKA3zpgMp4m2wjR_0-UDq5f39VNm1UitQEtt_XvLojN7452m88fw10r7Q5oG9wpcV3sJDd6ZLdvWv9UCwf54CHqsB-SCEDxhvSN1twFulxxwmLURQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCr_vYiXz18l1B420IIyHqUs3tnkrDh_kEg8A6G8ZE3Pm3BrMzRaZWxrOlJboA0J4mLLq2Q4kA7KCbzatvjY_0IPgJ3m3CM-Qni2K2uu-VL4xZOBYULF296qwXFsLP7u7ou5Oa|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2_BKfrCpyjgH4ldzRCqlflhzZq0Al4cwO2HVk-uKEAJeGld8uPd53GfQGJG7SjmrUKtKu7dgsVX5J8y3U2iJDPQKHLfeiTbPYWy4-Lg7E-HE5DYISIa6wV5eoUjVka9CBbJUY-vEt0jJw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDYWfiRPNZkOaWv0il2pBYBCVxuFx3v3VpOrKQTna3f1WplYfghp-mpAwqtGW5TVwAGiGkuDzRN-iwKLNa6JM6wxgS_cd6Fz3HQw7LkljxT27kdfHCfT4pZn9oL9Eyj548AzQbjKzXm3xO|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpuLgkeog8HMCiBl1rcDpFpEguyuw86PDWGe2J6C9R1mMnn-0JADZcrNwHCFXGNnlW0jh22RsgxF3p2pJjPXUhWda_C-x_ecpOKx_oxTUxh5n4MuwhOHin-jNyaEYBhgg1CfOa8bV9R0Eu|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7qIVQGnlu9F8gnIR-1apnaajkjDAkPkf4vcVK1WWo3e1y8bKyftg6BO5r4UkrKZW6sgOb74dJtyq_9lFxbFZWUcUla5QdV0F__t_3mM04i6IA7T7kX-VX5P3nIUzjRGNdoO1_-VcB8qUi,"4,3",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwF7JPz9kvTF3np0qIO6wmnc0eJhIwnbWIXGZNCEFAbRl0MG6lS_Agp8r1cp59XAc7gnhCeGYCjOLPVIwYDy6HEPS7AZpV8M_twWriwuV6pIBgZpv9ptfZdD8jV2D852m0uyuloWUsRiLE
0690-076160,Sacha | Headspa & Nail Wellness,"Arrayhane, Témara 12000",N/A,S'identifie comme géré par une femme,,"5,0",N/A
N/A,Freya beauty & spa,"230 Secteur 2, Temara 12012",https://www.instagram.com/freyaspa.rabat?igsh=b2ltNXU1Ym43bjEx,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyG3xWAOHb-FDk6SrhirEkZQgEtBZVyvPHWAh9MFaY_Br8PYRXYI08JqCwBVbB78vAsC0vf0Bxn6hP2-yf6yNnHFaDATWRni_D_dAj-vJ0OEAOnWsGy9DIde_zHQ2cxaqR6yyE2|https://lh3.googleusercontent.com/p/AF1QipO99-B8exVLaejDOm0I3YRoByz8Ppr33NZkEgZT|https://lh3.googleusercontent.com/p/AF1QipO8gqaB9GYFGgt2N27tB1vkP0ON8CHpqGVDhdNQ|https://lh3.googleusercontent.com/p/AF1QipMnU8rc6uIS_-LcU41NmASitejlZoLqXj2fI55P|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyv6cWXr31SSbP6ZTRuL61po2vlD1vpuRENfUxFp60GmWZOaXBm6K0_xoCi_vNx1E9PviTYBQHRK7j2-YMY6cBjPS7agYfFOgMmm3O5Nu0_kQGvMMRvZJ2FfzYq2CnnSqLDxFTB|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxx8AzF2us1kiHj2wCelXq5fZaGHjerjZ0cZOMtkP3pboyE9brf0K5FA7qyRyFIq8MoO4w59g45Ixk2X6oGCmP9HHC1aWSpZz-yJjbEfhysLLimsqo9Ij_rEoCrInDGIl1c2Txf|https://lh3.googleusercontent.com/p/AF1QipOLcsEejSTvQSvt-qT3RqgWGagLDpNbLgfu4U9F,"4,5",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyG3xWAOHb-FDk6SrhirEkZQgEtBZVyvPHWAh9MFaY_Br8PYRXYI08JqCwBVbB78vAsC0vf0Bxn6hP2-yf6yNnHFaDATWRni_D_dAj-vJ0OEAOnWsGy9DIde_zHQ2cxaqR6yyE2
05376-14241,S’spa rabat,"853 Av. Moulay Ismail, Témara",http://www.ssparabat.com/,S'identifie comme géré par une femme,,N/A,N/A
0636-174198,le rivage clèopâtre,N/A,https://m.facebook.com/867364206652609/photos/a.867383703317326/1087518441303850/?type=3&source=48,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYdO91kRDV9Vxcg1xaM8BgM5hC38ZfyiTJf8qg1ouOBBzqddf-bhH3yBxg4DsQ7HTf8YptHoUdGL7ZqUGZTW2flekQ-o0Pyoa7lG2UVH7INjUOkiJAt0R1zg2lPDSa5HtUoIVd|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylvTx8LUoSTROk2C7OhxER-AHFbwHLg1v1qfnH6MIxad7UmNhA5O88RLiEx63zzt7FVgeGZKZ6lj8W1SPFAWTfCk1ABVh8_TmYWLHSClvbHHyaNFgdeOOvkC4p9FWZ_c6WaVaj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9BVKYasx4aP9iGhvrSNzdNNy27v9O2n3I99iORaMviQr18_nlxp8ED3FYfFnJiWZAoO_dkhq0VCQtonfN3HARGfvzXOMxFVLJpFcWPznZJFBJDe1yxaW8SsorBeRn5iPwlFM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwej3WA2U4vQN7VnLbLrspQFqVQSo5OpU82x0ykQATrJIMtAlIr-CI9zw-8paqiEdAB28glP8bK4cvPIulvUhSyTfLovm7TtsQUX63T5miGLpawXGhjQtNeNTNeQm2ynnjQbOPv1g|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy2kq99pWWWJBByFe0meAJlHapE4SvHrqonexNChK9MaEZP3Cr9jhGRt4Zd-jfpASXR237Y1957Qm5J2OgcGy6vQBRfzeM-32cdw3XdpIVhINPAuQRt34r92qTDRQYm9oSOely1|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytMJFdtB7iA9UoHcdYkSes8p8N-PhWXtZL0MAfBmzRTTFEJ3Y9g9OAICuZYvXLaYhatXqUMPQu0jo2tOBcXZf8hKanbtE588T0Xr8jjTpW9XVH9S1uF-3yHRA8UwHWEU2UC5xfOQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiK7cOYJGSgbdYIr2XDyQ4-Rz_yBgdrDe35VzrN3_6xvsIO7g7Vq_B3eL4mvTLyPwJfupIMG5s8uKBAGoLYluniaqdn4m21Ap76aGhCnrgKblX0NPBl69zM576q89iG4sgLIoLbw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyeSZmjVwFt3dnWCEO07hTi_mWJlkWLBHe1SJcDNe_aqsGRZYyUTbjCRreks5iC3aq6Wqg_fit06xk9FifMi_O2OR1CiidjzlEQ7JKrB6NSR5MMrcPUtKCHfAYvgUpRT1uVdSqQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuNZy7D4lXtJuDMF1m8pyzbZAdlhfQxTGmd-b684J_rknGehu-TuDay30JQNCgBWZi4qj_a-Bcms_zkc0iuyKcQgo_RLjbC7zN0zVMuxV6HDNzebASKQ3bMGt04XP4Bz_uK1Wl5w|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVKsQJOJ0fZ1MvAndrSBIP8mrVtRlH201mDqn9k-w8n70_lLLQIO9n06eeVFAwJWdc6hBA7gQGeRBk6iSSLZ9ZMXvNxUTFX4y2YQ_Cw-KmmELUFlsxYMiFE_7FZ04yrFjJesPb0w,"3,4",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYdO91kRDV9Vxcg1xaM8BgM5hC38ZfyiTJf8qg1ouOBBzqddf-bhH3yBxg4DsQ7HTf8YptHoUdGL7ZqUGZTW2flekQ-o0Pyoa7lG2UVH7INjUOkiJAt0R1zg2lPDSa5HtUoIVd
