description,title,website,rating,images,location,image,phone
N/A,Salon Mondial,N/A,"4,1",,"53GC+P9G, AV. Youssef Ben Tachfine, Nador",N/A,05363-36117
S'identifie comme géré par une femme,Beauty Center Nador,https://www.beautycenter-nador.my.canva.site/beautysalon,N/A,https://lh3.googleusercontent.com/p/AF1QipMMhNafhJd0lNZtLrqA0cqtA9s0v8l2kFlw9ck0|https://lh3.googleusercontent.com/p/AF1QipOvrgKQNPXpDvsGaPpBGc7JGXGfEbUiyseh9clP|https://lh3.googleusercontent.com/p/AF1QipMuFfdPS4vW50nU3e6SeamTT5Ihn0Od3ysXnnWE|https://lh3.googleusercontent.com/p/AF1QipODVdUHcqXZAKNsGKTe3bXlKkvuja9BF6RGoIlV|https://lh3.googleusercontent.com/p/AF1QipMP_ICYA10xNUgg-lQ-DGBgUf4sL4SBzAodLJul,"539F+7XX, 153, 160 Ave Sidi Mohammed, Nador 62000",https://lh3.googleusercontent.com/p/AF1QipMMhNafhJd0lNZtLrqA0cqtA9s0v8l2kFlw9ck0,0687-280855
N/A,صالون لمسة الجمال,N/A,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYgnmKE4kMLVhaxDjHxI965seA6yRGfElgMLNoeMjJQggWKPexP-Q-2dXsjh3j88SKn1fHmilGO3Nj3iWwkitJbYenlW9OVK7EP4dsafYKdJDx_w-G3LY0WUgnR_8v8ayGtNs|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtjQnBQz_8vdzCx1te2TnJ-tX-dGhvUrsm3uCszC7SJmTyyyEVwxpu6N1cDaVQkDlY-x65ktZ9O4RVx52QzdP6ujZBJXmIAb0-zVSdhlUn4uNczUk2Hm2uMTk7E_TNgTVQx4JLVg|https://lh3.googleusercontent.com/p/AF1QipOzZ3h3bAN6g_MO_SHUnrKofNY6FWyX47GsOQiw|https://lh3.googleusercontent.com/p/AF1QipP3yVzEjJT2GhCfklyFQnO5UwhlzQZJEYnXuk4g|https://lh3.googleusercontent.com/p/AF1QipNPBF2M7w1XJZVeJ3DKCvd1PajsVpRJyp8M-1ru|https://lh3.googleusercontent.com/p/AF1QipOXUFxibHF_sDpLPWXVpcJvaGS5YeCecrVmIRfQ|https://lh3.googleusercontent.com/p/AF1QipMxfZ3yTCiTUkmwFhSBSJ7ffS0FMr7VyjG7Xnqu|https://lh3.googleusercontent.com/p/AF1QipPBIuxByX2rHwUCITCFHdYsHxBl29muXamkQOGv|https://lh3.googleusercontent.com/p/AF1QipNAs0FcZGcISZQr5PkzRNIwiZffHI6M1eYchB6Z,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYgnmKE4kMLVhaxDjHxI965seA6yRGfElgMLNoeMjJQggWKPexP-Q-2dXsjh3j88SKn1fHmilGO3Nj3iWwkitJbYenlW9OVK7EP4dsafYKdJDx_w-G3LY0WUgnR_8v8ayGtNs,0641-666233
N/A,Salon Ziko,N/A,"5,0",,"5399+3M6, Av. Hassan I, Nador",N/A,0613-725232
N/A,Salon Mawahid,N/A,"4,8",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5unABKrxzWFPpHNR2-jbKDFB0gKJrLfQ5pNGUCWY-H6-RErqyClGJ9vNkv0OqHx8pecZK4cRViRMOmiG8WS7-luL8QNbHyfC4pvaItv9ArLWEJLoGhujK1Kf8aKKeSY3Dm2A_oA,"53FF+5VQ, Ave Des Far, Nador",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5unABKrxzWFPpHNR2-jbKDFB0gKJrLfQ5pNGUCWY-H6-RErqyClGJ9vNkv0OqHx8pecZK4cRViRMOmiG8WS7-luL8QNbHyfC4pvaItv9ArLWEJLoGhujK1Kf8aKKeSY3Dm2A_oA,0661-716612
N/A,Coiffeur Amsterdam,N/A,"5,0",https://lh3.googleusercontent.com/p/AF1QipPzdgV19m4muIQpTEhry0FAI0RxrgTeS-l-3ZuE|https://lh3.googleusercontent.com/p/AF1QipODQirYJPlG_ss7_PEUByLZ80yMiNDoGZVqj_Mg|https://lh3.googleusercontent.com/p/AF1QipNmO3alFEuqMHZBlJmmQesBM4G-UYGDY5Kbx06r,"الطريق الجديد, Nador 62000",https://lh3.googleusercontent.com/p/AF1QipPzdgV19m4muIQpTEhry0FAI0RxrgTeS-l-3ZuE,N/A
N/A,Barber shop el baghdadi,N/A,"4,9",https://lh3.googleusercontent.com/p/AF1QipPc4NZyKBI25A3QWd9x5Z3iT0jZtXiiFFvDBeQ6|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyyI3P3456LzwL4eZWmUnW2bTgr0-dtQC7w-Jq1DgYp_vKjxjSnhmagpWYG_4KfAUVaVD1MIENyzTA3yoOAskjgk4N7g_8RavHlMHwbi2IKphk9WH0tbb-7Ehan5wxltHUyw3w|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBMHg7V7vpJMPyMsMwDWDZigR-sUzmgCAhiDhsvFbZNWq5JaVMS6NxZ9VH6yu_Y_eX7D-HJgHy7ITW7UwFh1SBg_7TaFTH-wHrdZ--LXZ1TK3_N8Rar6Y9CtTpzwt52OUiAlvM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzf3g_DfcIbDOeZTVKJPcIkQl8OdvOztYZ-e8XyRwOp99iszrR2xGfMPk1sysWzCo5Q0V-EvideykZsSEikpGLreaecIYdjRoWsal2kpB0hLZH-anYlfphplI7Gm_SUtcuWH-Y7SQ|https://lh3.googleusercontent.com/p/AF1QipNBQ6aE1EvRI-yl6dqzHSWKoWIeH7eNSyPVJlZx|https://lh3.googleusercontent.com/p/AF1QipP-4-oKyq-jXRGFqA5dkR6oFETnGrovneX_upUC|https://lh3.googleusercontent.com/p/AF1QipMn8kCMNVXrrt21SiPuoAR3Xie-yqBL2t8oj8h_|https://lh3.googleusercontent.com/p/AF1QipNqKsSAqMF2nAUA-1ZThtE3b5HwllmPXkWE0OAI|https://lh3.googleusercontent.com/p/AF1QipMuqLohe1lDBCci2KAmWgh3ZdEoE1t-71F5p-bv|https://lh3.googleusercontent.com/p/AF1QipP-Ng6XgnJ-Nm6MEiWl9b2Xe3I8M07kewdLn1ZK|https://lh3.googleusercontent.com/p/AF1QipMb4RZBB21ApQ_0bi4nwLe8WEMmtAFQuJDvO-lF|https://lh3.googleusercontent.com/p/AF1QipNd9VpkChN44BpW2zaGf3kEydCZMGOKrMwQ82r-|https://lh3.googleusercontent.com/p/AF1QipPx6gAk-6AKJl-vrwcHQyDmG6s54G1F5GvUHM8d|https://lh3.googleusercontent.com/p/AF1QipP4y9LoLlmhtpiGGfX2IrYfyvUdNnPI-ZA_98hp|https://lh3.googleusercontent.com/p/AF1QipMuZ5iWzI7jR5RfCKjpCXJYsgrYtq7VvYL2Z-27|https://lh3.googleusercontent.com/p/AF1QipOf7E05518UnypM28M_v92gOUya2lVBso9gr7Kx|https://lh3.googleusercontent.com/p/AF1QipNdoY0OaByuhTylSh77Zpomrk1yeyZIo6tBXEL8|https://lh3.googleusercontent.com/p/AF1QipM4TsBFGBy6mn5Jy9bGV-7hW6ydsED5vVnDVibR,"Rue ASSALA, Nador",https://lh3.googleusercontent.com/p/AF1QipPc4NZyKBI25A3QWd9x5Z3iT0jZtXiiFFvDBeQ6,0670-345588
N/A,IO beauty and spa,N/A,"4,3",https://lh3.googleusercontent.com/p/AF1QipM2v-n34PotaFFWpdJftUWyOqtfGGvRJ-CAbDX9,"53G9+HW4، Rue Moulay Youssef, Nador",https://lh3.googleusercontent.com/p/AF1QipM2v-n34PotaFFWpdJftUWyOqtfGGvRJ-CAbDX9,N/A
N/A,Ziana Ghizlane Make Up Artist,https://mariage-maroc.net/listing/ziana-ghizlane-chez-salon-gold/,"4,2",https://lh3.googleusercontent.com/p/AF1QipOtKXy6ofP4L1C4H63_CTDQFN6fcEq9Aa1KypQA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJLtZ7Mq9khaw79IeRWbXEmt2VpwVYQz4KYz7OrA26OZ7J3TTDgyD5v0PfiIuDaFjpQWCirjxmpNHI9fKY9LTOenUNB4Xy1Vf8Tup9NkW_5y4z2IoAdudsj_0DvrNDLVQWHBQnvQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwD17J6qnQm57p8LT3JkEYgg1Bn0w1n_qMJp2rDA7NiLaZOQgwsN8qQKEhn89cnTr0KafhnvVhb_VTF7v_e3SUEa85nG9mS7pguhczP8M1_KbL_ZjcfR8qf2Sk8PVp6S8mimtnY_g|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZEp-9ri-nyFuI7QsXsw5RAWBdZ4vPn5_UT7EQR5wnvxbCVX0VagSYscNOuSODWw6sYZUzc15iU3dcDM1BwrsAW-DVBJAhJgBbcdY-inQkZATUqT5DMLWYRD7lzu1vsIu60v4uPw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5pnMgUBYazA4GVEEJpJjtpR5Gmf8lLeBVZN9zJORYqDujE9UQaUwMqcXbeWDft9ePGGKr2FPjzhRCZjQn0glg-bpX-3CMCt7J3PzX6W6apc_LQ5rAnMDwZJx6zV4rJXPM97d0|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwR6lumgKLnDzEucUIXT42pYAZkk6lZjqLkAxmQsf6XK5u1_XFnhxy_FtLJKEioBCDzeqdSsA0qyods3kSpwM4FJP7LRWKIPJRuxrgdend4vu4RPgtKh1vM4U_ZiUNOI2tYOkhj|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTlSViWHTKxanZt-kqV3FjR4pjcXHvS3vnjHQXstzKhCIKNNRrlqC6HnEc0-qjEgJXQ2HStZGufNDUZl9eR9TYW_XgBnqMlRk8AGkx_ndQIltMHM3tuHnTJnldw5DSncq7tfwHng|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzexULtQEFqzYepiT5NymSBrfXet7_5KhN0Hpk49y6QM5ngBHDgcxvubd9p0CVov9EPAsmSDoydcjrN8mbRttU5qe9hiCEmP_qBwV3M0wZnksDkipYtO1K_Mg8fmv6Sv7w5qfBB|https://lh3.googleusercontent.com/p/AF1QipPrnZsashc2bK1J4Ytin-0Ic094wc2rsPljlVwH,"Qartier Al Matar Lot, Nador 62000",https://lh3.googleusercontent.com/p/AF1QipOtKXy6ofP4L1C4H63_CTDQFN6fcEq9Aa1KypQA,0702-203672
N/A,Sisters beauty lounge,N/A,N/A,,"53CF+JG4, Rue EL MOUTANABI, Nador",N/A,N/A
N/A,ZÉN COULEUR Coiffure Y Esthetique,N/A,"5,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRPAxV4iMbYnG3yOWOIYafnL6rA8BURrcSGcAH9e9ifzGQBpGwc-hP1TPkkT-e9vY-QW-iA3P4e1CmiYXgEGZbWokwNZ3HYc-T56I7NycNN8cNSFl7Ns2r3f0_nxbJl7bLLJ2l8A,"533F+P77, Unnamed Road, Nador",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRPAxV4iMbYnG3yOWOIYafnL6rA8BURrcSGcAH9e9ifzGQBpGwc-hP1TPkkT-e9vY-QW-iA3P4e1CmiYXgEGZbWokwNZ3HYc-T56I7NycNN8cNSFl7Ns2r3f0_nxbJl7bLLJ2l8A,05363-82445
N/A,حلاقة و تسهيلات الأزهر,N/A,"4,6",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9RuiracQuhGpH7_TDp47F06R9wDLQrMsap2QyP3ZTIYNK87L6t_EyeXwWAVIu2se0fdVmIu_PdTpqpnk226GoICIwnernqYviTw1EMD7u08S3Hh9pEInV-4JFOVJu878rTdQ9hQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3zLs5RhxG7AOlvVLp5RiVowx2kR1BygBzSZViXcQL9i5xSr9zG5u1LTeKNBN3Cy68TGYPjNQV6MH73iKokWgG-fXLkS7QoZ3g9vTiW1HxNy6avlerDidB3zV28gByHCFhrkCa|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4NNc4ohYKtMIGRPjiOoak8eTTzQRjedh-99hvIwKZq_5DbvTP3tv1ufJublFRM_L8MXPOgyAaE5iidSH2whcPbxSUWYQNjhXMCGwTq9v0K4RlMFxs8qMsez3axONDhj4kbyKQFg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXFyzP69Sz10e3Eo9pLgTnQC_TecY82Peyg-A2sIVyZ54yS3GNywQjh_Ss3rxJiJOTsvAXAw7JRq6tubINQt7CvZEUBgae4QAOthPP7jnxGFkh0cmYtA7HuGe5HI6msm-7mrit,"53F4+X34, Rue JEMAA GDIMA, Nador",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9RuiracQuhGpH7_TDp47F06R9wDLQrMsap2QyP3ZTIYNK87L6t_EyeXwWAVIu2se0fdVmIu_PdTpqpnk226GoICIwnernqYviTw1EMD7u08S3Hh9pEInV-4JFOVJu878rTdQ9hQ,0662-671119
N/A,Salon Hafid BnBn,https://instagram.com/salon_hafid_bnbn?igshid=YmMyMTA2M2Y=,"1,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvfzMh0iX33djWA8OWhQXa-nJ-E4oAbvd_fxE0iTrQ8A5dVkdFVs_4U0wJKo9jmOMuj2kxHl3b2r8WTp9eqmoPchschqc0cG9U-Mn0grHta_h7eyia1AAzyrxiJYjGJCo9HxzwCw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHoa8oiXGUTqkVjofJ9jXe1tSmGMFq60Zk92MYB2VQvQj6NZMUJ3TW-eTtLdikR1MyCV6vMM39YDFiG1QG-TRVArsB5_UBc43vfbJ-K2AKEOJfFGxI9lVA7iwLa2OIszIIqsv4|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2JXw-wZZ9t6WrW7O-XoDK-ITX31x5nkTTZBEZNCaPNRATGQBd9lWW61h4g03zHpV15TNjcTsE-nl3ixmSOeBDwPhfYFyC9_6Hoh0QctN_V6-3bOTiaBa0eJN7RidVh_LR-AQ,"Av. 18 NOVEMBRE, Nador",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvfzMh0iX33djWA8OWhQXa-nJ-E4oAbvd_fxE0iTrQ8A5dVkdFVs_4U0wJKo9jmOMuj2kxHl3b2r8WTp9eqmoPchschqc0cG9U-Mn0grHta_h7eyia1AAzyrxiJYjGJCo9HxzwCw,0628-388851
N/A,El Haddouchi,N/A,"4,0",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaqb9NKBSo7Rey2MqMVMZDJX9wusQ0txlCbls-yrfKGg5VbaKIb6Kzc8te-Aw28bsA8LH9Xwh-BP3cS-HLxvOOfufE8N-PTzItz1NXglcR31sGlZ50P3EgYLHB0DxG1Lk8zezPmw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw32GaqLVljVkssQUH6QhG11k1OItA-CBIrOWJqBDdKz2AskNBcLZI_jhNnKxI7s-d64llHampiiwqQGHOC4YEXE0GPx-eb36Fp4sXjOjzTfRe5RnQOWGe0vcGko9UxbEsQ_m4DVg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5WL2GNkBjpxPIXPR9Od_Biyg8F1UsBi72ref6hObFIwnXeHYWXBpJ_ETm35TSQwOj8lhx2LS8EL3jFI8t6JBkKzFHYcbmsKQtF2GG5270zM5hZDfw76kRFX402yqd-LFzpfWLcA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywq3wno0s4zih6PyQupc0w7cbcUN8s6slke6CC-fUGEvGaFMI2OKbL86Htg1ktm7TsEfKkKjyjYlRiE_fqXOHyq-IZFebvYHHOo7kAGP3iaXh2HtpLFV9Ui2gTv-BwHFwYKpv9lg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9f5gzENV2eESzEqjd89QFpLnw29P99GLxa_RGVDjW777u0Oz4kAtnb4EXk46CoD1eJyDzVHTF0apVL3OF6sqMhWHx6V-Kk4rQZLgpQp1Yk_K9f5hkYSXyK9wskDNBqmLqpVYLvA,"43WM+R98, R38, Nador",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaqb9NKBSo7Rey2MqMVMZDJX9wusQ0txlCbls-yrfKGg5VbaKIb6Kzc8te-Aw28bsA8LH9Xwh-BP3cS-HLxvOOfufE8N-PTzItz1NXglcR31sGlZ50P3EgYLHB0DxG1Lk8zezPmw,0667-243955
