location,website,title,image,rating,description,phone,images
N/A,N/A,Barber by jalal,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0CZJnQJvzuxD0NsNhw_EuErVdpnELQVPRfa5WmkfLk6E9uOLxti17w2HYpAkxjyVHBplZCeQxgraR2hPpF0NCf7_2xvHcSzQzavPrWY8e_x9uVc1DGGoMhN65Y21tRavWoQi81A,"4,7",N/A,0600-200440,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0CZJnQJvzuxD0NsNhw_EuErVdpnELQVPRfa5WmkfLk6E9uOLxti17w2HYpAkxjyVHBplZCeQxgraR2hPpF0NCf7_2xvHcSzQzavPrWY8e_x9uVc1DGGoMhN65Y21tRavWoQi81A|https://lh3.googleusercontent.com/p/AF1QipOzZn258JO8_QzK2KsZy523bwMPxfu88PxKcbJm|https://lh3.googleusercontent.com/p/AF1QipOK0uJM9zC63MqsaCpUV8sj4ls552nZmlW_lkZ0|https://lh3.googleusercontent.com/p/AF1QipPSzn6PvXQsnehseDi1q3vnBuG-eik_WDQOkhIC|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSySu8W0haeYiSQ3eCKmjrwSt8DaQXe6J1KEIJMY1Ex9CLMxbUlj25CZOVfYe9-_jlkc85I9n1kCULw-xwFzw0_NQdJZuqohckfUxUWxhhi2EOkQqshGRpH1m1ok5mhMQk7tW_Ikuw|https://lh3.googleusercontent.com/p/AF1QipN_BHlnON69T_4mq3_FcHkLqSpTjGkt48AYu-51|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjNjWCSHKXnP58gKvg6WyqPzO7qSX9MPym712i9bRvigaGWhE9nZmPSFHL6hWsq7F0MrYcg4V8ppqgN7KgsDne2RbYmMI1heSqioVuxtki3xvGDnUk6Bb4H4Lqvv3Do1RIPQ_K|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4DQIIHYrX6eqeQ9LiGKQ6baKfDnDP9hFuVhYxuwmludf-xwaUJN1SjCUuzDD64w39cg6o6MYCHKSFrV4c6LcBP8NlF-GvTStuGtdx0s4LI3N15FQtyv5IETgKezO0V20RplHNcQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxy8amHZ0qoBfv0V4kFcsp3FyDexQm4RZL5ti1UdbjS-BywvsowZEStslHpr3B1Rsl5evEDeamorFoTHdvlQAGaN6ylAa8-rruCyUK_DZnL-67sbRRzLbuB-cyfZBrXHM9YHK9yg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPDjHDmSnAEFEZDnp2lW2qfXrJ3uPHfrsasxUoZjlVll4rbct_k8-9Va9erYfD9kFdBPN8-kA7voS3AV1yf27PUbrZNkaeLbXDyw6vFOblR1pgr1s9nMYDRfADb9YmD8-QeXaC|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkFHLMzA6yZf2PO1T9_sDduDuUO8dzHPnPOGpYyRI0-5lyvevhwn493zSd-sdyd6TpUP4pMjzygu6709c_1U5DLJjQhD4CuX0qrSKmnF--REL-Ig7hyDdvnVsNju2XRycMzEbQYQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzPB5ct6lJC2cJnEnRVQdY4EtE6KgCymIOH6VNbkA73BLds3_xi0ZunT2lkhwOHaBLsK9mLjMxQyA4hKB5keEy3oJmMfN7S8dTUXxUdiJGAX3gFfMZnUqNOnArObn6EguQ3Y0smGg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwECCqRrHEi6LheWniZ1HIwwKs_cugcFnhoxkk09VV5MYsOI7HEVqt0UAasaXLyjtbr3FdOzEFw5HLDhELtj8mEX8g-poW6dadonSI4YQACsj1_q8f8qbFyDD07txbEkkQRIw28MMpdpgI|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-sy72W2IskoRHLCvClwpdU51U_WGmE5d3nfc87jHIBSoRUNwxr6hxj35TeFSpdoimiZpDBQxvZCIiJoKVrL0C7Hc33MENVcCIsREqwQlhhYbN9w_B3Cbl6WC3qsdbF2gMQMPO|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-fo8rWismzpdEWQ0GknQKohebNWgVZUcybRDSS3FCFtJ2VmXyYz-ey_e-1ewGjtvqo9vBk1HusXSZKBUB_2gURp3Tqkxpg1-fbxai0WeCyh0BUNTrsGe59Y8HBStIOH_E4GnA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxuJLTWfJ6I4sHw2Xsej1KGDzCmC2yFNM4VD8bh0juoq17fxugRjKmQE07ixbB8Ichz7xBJf2SBP-rK9KuEl-LdzqsFb6Pxld13jpw1VgaB5Jw7gDsmU2xaLrZ7I24lYortGmR-w|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyyAuJOyeYFfMQUQlB1J6IwMgZWoHw10DbPF7GMclDw8HsvaKJnQe3d0fAT02cjftfFb6Zqx5T7Qqk8t7SlRkaiEnqS9GBvmTH2UiGVDVOrVBaV3Xl14soE9VD6f5Psv8doKhI|https://lh3.googleusercontent.com/p/AF1QipM5t2z7jkBtnQ4393UfcRbDUvnw9WL0HHAiMHvx|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5cmmlKD81JchO6ND2bdjQgG9XkSvVYAg00NWjdPnnE_-U5QMGWB7MAxAt-Mhz-mqbrbxsWLVTivIjgF8bDSy7EHqwkbpdTMDw_KuiWxiJ1svO8KbUHZa7aCsSk60f44cNHT_n|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9Mkl_HNVjEOSvE-OE35_gFheRCdwbmJ5jonn0o_v9Q4u_kHgG56dqN6WFNNK6m4J_L2N9O1BIhkCppF-v4ZroKzxp2TpOIvH_k1-14zp4lgAOE4hJAVRNOz5Q36qDisaTnloo
N/A,N/A,GENTLEMEN'S BARBER coiffeur chez Hicham,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwo8IpGHnlvUGartZ1_OIhntwIMM5FJiBUWzCZv8tL7grOT89srAuTQTfzVzkLWlWn9fswhwEJjN-WAhpLreQwgCny-mBJZlZZyIEDccvNVAi-b1FOB01gj6s_5IbRK1bJN_sl7Pw,N/A,N/A,0666-473842,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwo8IpGHnlvUGartZ1_OIhntwIMM5FJiBUWzCZv8tL7grOT89srAuTQTfzVzkLWlWn9fswhwEJjN-WAhpLreQwgCny-mBJZlZZyIEDccvNVAi-b1FOB01gj6s_5IbRK1bJN_sl7Pw|https://lh3.googleusercontent.com/p/AF1QipOZ4itx5xvpXQ23Iq7yf1LjQnn0SwqeJGPeDVV0|https://lh3.googleusercontent.com/p/AF1QipMY21d4BJyvu9hgk8RzSzHcroHp70ycPbCbiG55|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKFC7BhU79pRvBCN3MY-nvLE8wXZKp9GYVnu93DCfZEZWJQZThsPmj0sy-VpvoVHFsM7XY1bCzHJoyens_Ytai48tpqGZONgwCmk-4wI8_P3GUTB70GPeKEjBRFbe0XndU8vp8|https://lh3.googleusercontent.com/p/AF1QipP21pMMXHFlZ5EupoFbsMX0if4viIGvwv_cNXf7|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysWQni2jcMZyygLdmzw3GoNzUMEwqQqN-GMINtYc7SA709cCEABbj8cjWe1c19y90Sa4UaMn9RGqKIDCN8lKlB4mIebYlbbUhgnDoO8cGVgmt02FiM_sxw_ciehisdoDsRxytK|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUNp35dP9GLpTlgSsFT3maK4o-NGLUSuj6jB9i02MxADxLTZkkQa_67snhX11B4pGlIH079O8TMbJ_qxM3o2MM6DL9hTQ7Ru4cycqTjtOX2Amh0v2QSIv06mx9-qpvRLCgxsqL|https://lh3.googleusercontent.com/p/AF1QipPkXxugxDdANX8OOXz6ZPg6ndGC3n27GSvnEZCH|https://lh3.googleusercontent.com/p/AF1QipNkhs-hnbQSciXG1VSo_neafBHHfY_WWCh_ieRS|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLXSqpTJXNkvSFuBL2HYfT0ve1vFhVbF6oLHTptATkRZvGDEbLr2xlIW70EKcr-l_4o2U1i1sRxCINJWCjA96vT_RdaLarVrY2OUR7ZZGGY4dgpYcYz4HIzwarumzjEREpYao|https://lh3.googleusercontent.com/p/AF1QipPta5y_syNgagHQTgvLqkiyz_ggRvoJU5T9rUNr
"Near Cash plus Ibn Athir, Ibn El Atir Ave, Fes 30050",N/A,ELChapo gents salon,https://lh3.googleusercontent.com/p/AF1QipNg3g2PUcPqH23hG5JQL4DrnGI5mPLa7ZO30KXM,"4,6",N/A,0694-948746,https://lh3.googleusercontent.com/p/AF1QipNg3g2PUcPqH23hG5JQL4DrnGI5mPLa7ZO30KXM|https://lh3.googleusercontent.com/p/AF1QipOYA0fYm0EVUmlWHa7135Nk60E5eA65LyyIsplY|https://lh3.googleusercontent.com/p/AF1QipPHXOKO_h-X0Y3cOIJ1sZU1vXqe4EshXj_Rvo80|https://lh3.googleusercontent.com/p/AF1QipP8Vwmb_1lXmS4MZUtWqwbfA51h_iCDbPMNd2zI|https://lh3.googleusercontent.com/p/AF1QipOWqLfb6xEsyCJ2pqbQOlzKwotbZsnTl_4T2vSZ|https://lh3.googleusercontent.com/p/AF1QipP-Zr0Lrb4LSLHNgaFnwZCYf78gSRJt4rPYPvWC|https://lh3.googleusercontent.com/p/AF1QipPvU_0MgoCY_9S1hwxhHBtMl65XRINnMQxgGNlA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWBzgTYmQ_d-qPxWqkMxrGnGS9tUsWTyPVAlCqM2it6F_HN_y-qEQtaK6XEOjnNWDwPb4LkfdjoJUhNjFRn_8ZNCTgGtRVPUGxV3baVGciD0tm1NKDgXPRXLz17PpViaEPu6K8|https://lh3.googleusercontent.com/p/AF1QipPS2V8zYxyo44d8RbwAu62hEGgQp4g4UfeANHkT|https://lh3.googleusercontent.com/p/AF1QipMix8rBDSUAteSfFX2x2P1feDwz07XQP5FJz08y|https://lh3.googleusercontent.com/p/AF1QipPazYgZWzNtcXr_LZruLALcvqKSUBOcxK7Upevv|https://lh3.googleusercontent.com/p/AF1QipNpJYsaPdxDxCgv9ziQ0Ds7_3oCWcjPCzC9OJI1|https://lh3.googleusercontent.com/p/AF1QipOJfXjCXRV2iqI0bomnd1HW_GLKEP78TWRdbt_z|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxK4JEdKvN2NvwEnM18oJdn6Ru7nj-y85eFbMBASulogBZMan9-1AyGScQZUurGrWX1ncMGZX1pIDdbjDr7OfcN7rhWX3tLIltMyhYnKu1ut0sJmmrAdx4tzdB0KKmhKUcqulhDqQ|https://lh3.googleusercontent.com/p/AF1QipPbmTkp5YXC6hG2Fq3te71vQIG7pyYObZpvsVNH|https://lh3.googleusercontent.com/p/AF1QipObM7NWPTda2DOKaY2hwcgDSOgvFlNGiTHyAuTJ|https://lh3.googleusercontent.com/p/AF1QipOr2ex56zgk5ITol2bu-aclHrPZyd_Yx9sM1rn0|https://lh3.googleusercontent.com/p/AF1QipN4lDLTYJP9bfLxSTLLi-Uw4XyxaGtYhtv-PT-w|https://lh3.googleusercontent.com/p/AF1QipNfLk3K0HJR1eZRexOtziwknagogU-lb4AXdV48|https://lh3.googleusercontent.com/p/AF1QipMYepa8ydUiqur9h5RuQR3_U7hWrY6HRgCuKw-X
"N 5, Rue omar, Rue Hassan Dkhissi, Fes 30060",N/A,Africano Coiffure,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwOZsi8P2u5CTrcc-44iUrMyZQqsw3_mIoSrHbDAohvulYND-B1DYNTC1-M8pHpEZFXbeCGwWRH7KafBsQVRfcgXw4maofUB_wTlq1EhuJSp3HL65qXmIjRNl0xjvZcSMvUwG51QQ,"4,9",N/A,0656-998325,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwOZsi8P2u5CTrcc-44iUrMyZQqsw3_mIoSrHbDAohvulYND-B1DYNTC1-M8pHpEZFXbeCGwWRH7KafBsQVRfcgXw4maofUB_wTlq1EhuJSp3HL65qXmIjRNl0xjvZcSMvUwG51QQ|https://lh3.googleusercontent.com/p/AF1QipPpPk-5Q0eQ7gSWJAetR7oSnrsNhvxVvPs_uBvw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5_c1m1wU_9BJOs15w1p6y_bJhr-DVVZwmrghuP36_CDPVxLLCelqBd2SpeUyBJXQ9x46OH2Ytiy7EDlAAI_N-WOLB0Jv73CeTEW115Np2jZviMT8RQ-yA9LYntLrTaX4ihg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ9cYXqKO4844RU1uiuE9n1nPx5HE2rdoRkzr1A2EJBvsYCcKUAjbHKpI2FNjoJyno9vB5QXnRdEHUJNh6_m_TvhlQaMMNUEWUiSS5m3K5DldEUp8epoqP6GPakpmuCYMHck_8|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFnpbEgAysw_YGlwuc2f0wAEqF5Vy79AMrRlPnW50TrDQim0reZ2oaBPYD2AOwTmYdad4lxrlwGUX-2yDs34ZrDd7bgA5JoqRdwrVEBttWraM2X0tMqB3vhe5gdUVpDtr4uiVm|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAEr-qgJ3COke_7xa2BGuhuVKHxM4rFtHAfX2WnL0QUOEI71DSA1obKyWsxlw422299OT1ph26rf5CU5K1eVGe0Q51Tv3Abr6hotTKUEOiOmYfs7lDfWA97xFl0eCXQWKlIkAD-g|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJXsLjcIXbTzS5KjF9Gw8yfG8mhG5M51xKpRKDEt73yFh-r1YN3UpaCPVNdrEiHJlkwKWgHCoWkUSJm1bc8xlknBwLnotAi04F_nfqEPR8NWaNyG1RZaydWKoUoT6jPtzqTqgkyA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzAi9E2szHBNeqlqJdScPfrh8SRrLtPkUPS19ko3AQ4T5H42eiqN8qgzYAl9SSnJ1i_sPBT58d4FtL_kzdA_MvlvIb7mZTGrkBgYwS6N4pTc7HF00ApZ733ed6JNlhMo5bgpio|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTiYeJgMCuvsJKI54mrCSxjuk08go4uRVumf_t5A8zaBOR0JuFuXnHy-9dkSQ6QP0AQpCI7tteiwyZLq6sJOaknkOrYfR9ZJcdDSfdRjVBDKH_yr2MvhEqKfYSKHXvTqg_ymM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkBILU3sn1EFtrlblb_ZsZLVCewx2Ad_jx0g9GOjYLKONglrz9vnlFAIPG0lSoefqkcjrn7hntySGK7blTniIhNB6dVTYP7LjQoPtjwXY5Yt9s93ha6lQTLYMqOOLPh7WeH7qw_Q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3BdJaKeSOYdHGBGZI7Z9PKxsggHJCB3niNg2DT62z0F_KNvltHfRL0mLrsyo6j_ODEdT-D1floRYed2wUyP_hQkMNH6C4i7bEi157J7IVuwM6WYU1IrSqlxGzD-H4Wc5n1rk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwG6dEOnw3xc0h4AAddvtReQiniGD38-TCJZSv5FGen_CEOOKD8s341L0qstfYr_ju76bKJSzpCSCoceduXSeERQb3F2u2KEwvEkLchM7rOxxM31zY6TmA7gikHxKl2ei0T_4cz|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzM0bh0EAzHsfjteJvVbiv0qbRX93ZjgbNtGsMnxnSHPbga1JjhCsj2TP_ZJewgx2p3ropuxJvHOVLTiK0T_qay8OvGv-4CGhoxV-FT2FLxdsLiTiRYs_mmJbucQj3ayIE5Rhq6bQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1pm5XLihGr2S_Arb-uewzxEVtOKrTCXLsV9B0aYWVnfbBX-emST5BQD7UGJIHlqiwLRQ9K_7AMt3TPCiOnAjtWkjmURKQGRsyi1P3ekvxhG8xrbiztyoD8FitnckwrdX6585S|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0fQzL23PaYyMvK72eXpeSXIGNwz1_4wg1tz4GKaFMPNuMO3OqaXAatjkS6zeiR135sd1pWtrgU5aMYYfSqWt21tCX4zJhombACxjCYLqFu_M0cBO0fpWoe2LZNhi18zvdspYp|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMoovY2kYbXY6s7JuCGM4sWftraKONh-DWgiUIJuZCVbVyeW2WEHVd_pByW3BnBzdo7yYDwnkC3Xc6uOuj7-5QNkUIYovK_w3ixB9HggKgOI_FYFCKeiERPKe5Oi9OZ4sBgs5hqw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5SQqVGSX6gGSM4-Lr53HXNAOhqe_6Yc38ZCHMyNtK9Yo4QjPCfDuImfuAj9TpLKe8UmUk0MQFotEWi2s1W3RM2hQmN_MNzErei2OvB5_34zncyULuRh47YXqTeGqLFH_gISIA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxcF8gjiRoqckr1GD5f8HVdXk554Js51aPVy3ct4qtFb25e-1dKQpy0kgn9Zotcj9ZEeCgmiFQ7kCJn7jzBK4JQmWb8LiZGsSH61rUcOuypf-XHAmQ9YjZ9POWYaR2Wcxrtg7A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrv7GFoLf0aWre-h9kSL1-OLPM3lhUmB6vrdGCNRCN3HhhNHusCL6S9NnhzMqq_KF47az46RK-Fgjk9rXonAn6zlHJj57cBkgOYJ3AYkLJZtN0TajGVqZsXhEoEL5ZCm-71KHf1A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9oOzoa5NEk3jHp0QyNMTA7iCeNfAfuCFBpBsmc-Ge1HbVfriF7H-0-r30cT4N-S-36tbikvGtfNJ_IiUb49HsZHLKkw7sS1Yz5KibpnFWO_szOHrWx4XeCdNquEwZHrunlT2lFA
"30040 Rue Ahmed Chaouki, Fès 30050",N/A,Bob Salon Style Homme,https://lh3.googleusercontent.com/p/AF1QipOfeWrsI3wVM9uI614bU9V4rR4F1AZKOOLp-lrh,"5,0",N/A,0681-045144,https://lh3.googleusercontent.com/p/AF1QipOfeWrsI3wVM9uI614bU9V4rR4F1AZKOOLp-lrh|https://lh3.googleusercontent.com/p/AF1QipNwzNbazIUSDjdNbrq54TiPM3eOKLsGU9mj7rRN|https://lh3.googleusercontent.com/p/AF1QipO7gsB2RDzDDkk777C8aEIbHahVCafj0W2QRT5k|https://lh3.googleusercontent.com/p/AF1QipPaGDbjn9UDoN4cx11CAigloRBK6qShGXcGyW3r|https://lh3.googleusercontent.com/p/AF1QipMgbVAjnwNsxCTzLN8Kve5B7e-rfaV6UveibNje|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw0BY8rvGzLCsNxCJmB1qODkEiJm-LS9pLzFxLPycWWB-yF283UtB-Lt2iOlw7q2vXtIBznJZXRsNW-ZQeVo57LRa04dndFVJ57UKCd57T8cbizmB6FLnW7fBWqYnIuaVgD1LdBhHMmSt4|https://lh3.googleusercontent.com/p/AF1QipNKRbhjUWewNv7Z3PTWWpkYn7FOxV1YBeB8P91Y|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZhiFvonuj5cUNPGTGwT9EC61KDKPctkU46nrsEbHNcWhT3j6Glj5GyCZS5IGOw3eSF0nsy16sZkpXAVFSJ-syEPlOMe28G7LimYjfBNvg5-fiGMoIA-wClkdiW3fXWX-y8N_IgAcUcFzQ
"Unnamed Road, Fès",N/A,Barber ziyou,N/A,N/A,N/A,0676-826204,
"Ave moulay rachid, Rte de Sefrou, Fes 30050",N/A,Ziyou vip Barbershop à fès,N/A,N/A,N/A,0676-826204,
"3, Fès 30000",N/A,Fezaz Barber,https://lh3.googleusercontent.com/p/AF1QipPlKCG-P4WMo0MuNppgoE_tsmSWnC7vtyFr60DC,"5,0",N/A,0659-023006,https://lh3.googleusercontent.com/p/AF1QipPlKCG-P4WMo0MuNppgoE_tsmSWnC7vtyFr60DC|https://lh3.googleusercontent.com/p/AF1QipODFPV-8vS2aTvLLpvdhgk1vRuwrKFcojtDngce|https://lh3.googleusercontent.com/p/AF1QipN-3iZILmX_rMRtCnyWthq6-lfjxjO4MVcj-rN9|https://lh3.googleusercontent.com/p/AF1QipO91h-7kt7hg_2kwN4IGSgEiz2OOgM1Jijl9UhX|https://lh3.googleusercontent.com/p/AF1QipN5GERUPYBwVHPYUDpYQFOPeau3ApoX-JQ34W2N|https://lh3.googleusercontent.com/p/AF1QipNZCmJlw5Lo3SELZU_4hmZmtaXillwIw_8hk3Tq|https://lh3.googleusercontent.com/p/AF1QipOdSyk3I9PnXUtPvRBPeEM_QGv3KMsLncdoaS7_|https://lh3.googleusercontent.com/p/AF1QipNhsHsZy8o1F2DyyQtR4bloVf1v5HQbrO9CRQQm|https://lh3.googleusercontent.com/p/AF1QipMdiMwSlG3DAvc_WGDX2Sx9-RXibp20H5F9AhEf|https://lh3.googleusercontent.com/p/AF1QipM40zLxhuoQ3gssiRdrblLGxKfHejEw82PgsqTa|https://lh3.googleusercontent.com/p/AF1QipMRCsD12fwNw30IK8NtMOx_AJ6DQnW9rdOUVADQ|https://lh3.googleusercontent.com/p/AF1QipOM79ChGNR64DXcGANpW50VJ8adH8ki6Bsjq8Iv|https://lh3.googleusercontent.com/p/AF1QipOP_q04-5337x9BG0hrELTl4A_-x8tHID0pM-ok|https://lh3.googleusercontent.com/p/AF1QipNsCmvnrXF1HDKIDDB3ZZqlxbNzeJb-3LbG2OUn
"saada hay farahe, Hay Zouheir، Fès 30000",N/A,fennan barber shop,N/A,N/A,N/A,0693-997794,
"3X6J+4C7, Fès",N/A,SALON ROYAL BARBER SHOP,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQAY1ZrB0RAvV8qI6H5YpHoSc_WCiGENyAL4PJTRHSmbNCUABQ9_6B-GeAiwzlv33MUAUXAQIyKxZSHxOyKlE2JDaOQ41cyA0imD2RYjL-4OxDagvB8gQm5AYcurv7Swu9hBr-,"5,0",N/A,0669-668631,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQAY1ZrB0RAvV8qI6H5YpHoSc_WCiGENyAL4PJTRHSmbNCUABQ9_6B-GeAiwzlv33MUAUXAQIyKxZSHxOyKlE2JDaOQ41cyA0imD2RYjL-4OxDagvB8gQm5AYcurv7Swu9hBr-|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4SmAvhH6p2gDq29xGdXuZp1lrouyZuoq3-kfo0m-1lIDYJLpOBDtYLYIHLTNrXwDtsu7wGhhEVJJO_RrSgaqfPrMdeS7pdnv43hj8RNdnwBenWN8Sw5BN7yecxs8fStP0ZE14zA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkj58InoBo9NzidQoUeEPav0bgowrJc_63b8dAyEQt1t07zTCVYpu_-5ZNRbDcQCK2tUii1D-aCpuYOigh6ISSgaI8qFjpynDT5jA70_QtHMfDSe-VCSfGbdtQJWziXAyvOex_|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKI3_R_kJEQb3UX6FfXvIn4bNW73qVDCvv8S3s6VmnlMSf15JEpIBtDy72obqli9iTnafThwKesHYSiJyBfyVPT-oOjmJ9ZSNPxx-VCIIm6ZUMuAAgVxBgZJZ3yP760JSrdj0s
"Boulevard OTMANE BEN AFFANE, Fes 30206",N/A,Khalid Barbershop,https://lh3.googleusercontent.com/p/AF1QipM9kbvgRP5CVu3r9RAKpARL40R3r_iOVBLPKGPD,"5,0",N/A,0628-973489,https://lh3.googleusercontent.com/p/AF1QipM9kbvgRP5CVu3r9RAKpARL40R3r_iOVBLPKGPD|https://lh3.googleusercontent.com/p/AF1QipPVgo8BJc0em2ooKjXjuH9pcDxpDcVNMySBCu4t|https://lh3.googleusercontent.com/p/AF1QipMaAICnbvApVv-nMZ6wLMEqXh8PIz5_odL_9e1i|https://lh3.googleusercontent.com/p/AF1QipPU8toPIKwDP9YobA6QS0SUdeTMZXenWQpOliso|https://lh3.googleusercontent.com/p/AF1QipMGY3PHQjyoojVDDGDYr7Amy--9_EdkVM7w4zHG|https://lh3.googleusercontent.com/p/AF1QipMZxEc3w8fvY6NBSyTGHdX0ygR-QTrGyhSSvbVU|https://lh3.googleusercontent.com/p/AF1QipOSw2H27xVwEUphR4iX15KsB5HX0SBEaWYNp6Ps|https://lh3.googleusercontent.com/p/AF1QipP0teWOuX2bzt2JHpUTHkZ3jGuDE3mM0cosRaIi|https://lh3.googleusercontent.com/p/AF1QipN5nFCncQiS065NctXpWlU0cB2UqLwrazKfo4Jm|https://lh3.googleusercontent.com/p/AF1QipP7pRUO4CJXrKzT7c02CmO_K2XvqSedGx-TVAcv|https://lh3.googleusercontent.com/p/AF1QipMyJr4pChKb1YG5JM-EXx3tRj5hhZ14ftwYyB7P
"611 lot lamyae benchekroun, Fès 30000",N/A,Barber mustache,https://lh3.googleusercontent.com/p/AF1QipMRms-83gHFuErPWwWAT2hWzutJof4oq9yUZCy5,"5,0",N/A,0610-979453,https://lh3.googleusercontent.com/p/AF1QipMRms-83gHFuErPWwWAT2hWzutJof4oq9yUZCy5|https://lh3.googleusercontent.com/p/AF1QipMHgrlfDIYKIPBM8bY6qrsj3lhw7NHhSmytib6v|https://lh3.googleusercontent.com/p/AF1QipMOiBxxYOyYTD1r7_QPK7BpAOqO2YQIUDGCwFZh
"182 Avenue Manama, Fes 30050",N/A,Zans Barber Shop,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyqJAfcaqwBrCEOhHxmaKPQ0KSgsovaJnC7it04bC21wYpt2c6xKr1tqLsIRNyORON4OAKp1mGBy1lvVHs75Z009LIz2qdvug36nsYtbR7IgLN_JcMzIdPD8bIJRxt51_v9IgUT6Q,"5,0",N/A,0665-313881,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyqJAfcaqwBrCEOhHxmaKPQ0KSgsovaJnC7it04bC21wYpt2c6xKr1tqLsIRNyORON4OAKp1mGBy1lvVHs75Z009LIz2qdvug36nsYtbR7IgLN_JcMzIdPD8bIJRxt51_v9IgUT6Q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-1_Q3waTm-QEfbWAmkGjLsnmoETGHhQEa5qH5f-DUSa3ajCUcxf2FrEn00FqobpiYcJrLxJm4rgJFh9hmPpKNiP6g09mu9fuNMf3odYAdW3Kkf70RdZEVOC9Mmxy2yV0VeJr7sQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhn-DL_8sQQQ8usr2Nd4h0D3rb5UryMLO05vs7uGhM5YL-luwfAEDRzj8MYF-6AdXslbisLtwEFOlHWXObEDoKcm5lx3BvJC3o3SIxyM6jwBu79KKA68BRmB7CvOvzYWCTjoS1|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_AE-jFKqqayS29pWDq5Ytl14Ub6rzM28Wv8cw4mjBnSxajvMaNcXCkK5LeP1dY0ogIekIIIeASwm53cU2jinPLjQViwFVuePs_g7LDFXFu-kp5XjZaEjozzw89YePm8YA1ugm
