location,title,website,description,rating,images,phone,image
"Résidence A-Sakan, Rue El Wendal, Tangier 90000",Asfa Spa,N/A,N/A,N/A,https://lh3.googleusercontent.com/p/AF1QipOAcZCHHRmmbkrwSLCYUxv5cOfA2qHaJrKk_nqf,0648-532627,https://lh3.googleusercontent.com/p/AF1QipOAcZCHHRmmbkrwSLCYUxv5cOfA2qHaJrKk_nqf
"Residence Al Khir, 2 Rue Abu Jarir Tabari, Tanger 90000",Magic SPA,N/A,N/A,"4,6",https://lh3.googleusercontent.com/p/AF1QipMaY_2txT9x5ABoPjpuf2y8w8L6RyM7x6nF-P8P|https://lh3.googleusercontent.com/p/AF1QipOi7KAW8knXpE6iOxZlpbwQxuSrESW7S2RrSNYX|https://lh3.googleusercontent.com/p/AF1QipNMJHhC1IN7ofsl2B9vxqcAPv3PMGFz18IXMzE-|https://lh3.googleusercontent.com/p/AF1QipN2VbphLcTIfrUPtGLdWu5aOFYlleWFKHO4dYz0|https://lh3.googleusercontent.com/p/AF1QipMNJ7HGyjrfzg8-ABWie7kkHpVloMCMiFgP0tgB|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSws_vxqbMKS_XL9zQTs6V53Ys3uTnygASMLHN3Mb2ocab7x_hEUF7bdJtg4MWFf2Q0t9U0l_1KOZXbDXu1odfBtyKC71ycygZAHiyIXGFT8bC2VhvJoCj8Oqjb_C2SFv2YNxAL6uj9WGFt7|https://lh3.googleusercontent.com/p/AF1QipOjB3zs2T1rPcUOyTSPDw8pIo6RqXk-TMv0c_HU|https://lh3.googleusercontent.com/p/AF1QipOREI132h2vJSObXEdiWmWit0e9BILli_q-gBRE,05399-45211,https://lh3.googleusercontent.com/p/AF1QipMaY_2txT9x5ABoPjpuf2y8w8L6RyM7x6nF-P8P
"IMM Najim, 8 rue mimosas, Tangier 90060",Nefertiti spa Tanger,N/A,N/A,N/A,,0531-300827,N/A
"145 Ave Mohammed V, Tangier 90060",Zin Spa,https://business.google.com/v/_/AKsrIN0azl_OfLuHn3ZJEs94pLfT9am_zGRDE_JuOiD-ztYtJMluZg/45c8/_?exp=1778401&myads=1,S'identifie comme géré par une femme,"4,7",https://lh3.googleusercontent.com/p/AF1QipP3oz98IuTtGtTKStHN2l_JAApPy-Ul_SdRNY0U|https://lh3.googleusercontent.com/p/AF1QipMjcWKWs-lCM3ja3wv7urvkBOOBXBG9cli-kVR2|https://lh3.googleusercontent.com/p/AF1QipO9C7nwfHmhPrRl35WPIY5LXM34U0O1WMc-sZj3|https://lh3.googleusercontent.com/p/AF1QipOsvVYb5S30z38ipQ96fKU5E0GupCwI8BLxN1zY|https://lh3.googleusercontent.com/p/AF1QipP1Oxfw-sQ8sCCFFPu-8uMuJT9hihn92AfJvPfV|https://lh3.googleusercontent.com/p/AF1QipPdDeCU8BBzyKcV9g-aKaM0Bh1EVeAGLjqk3xuy|https://lh3.googleusercontent.com/p/AF1QipNp_LXNfT9j89W4N9mp_2v2409J-X7-e2ciQ4ps|https://lh3.googleusercontent.com/p/AF1QipNf3_drlfCYtTNOQpqzplqQyn6rE-vmez6lfba2|https://lh3.googleusercontent.com/p/AF1QipORm38EWHE-tX9e671FBP7PcXKnyPMHpwdbKtl7,0675-270259,https://lh3.googleusercontent.com/p/AF1QipP3oz98IuTtGtTKStHN2l_JAApPy-Ul_SdRNY0U
"Lotissement al khayr 2, Tanger 90000",Glamour spa tanger,N/A,N/A,"4,7",https://lh3.googleusercontent.com/p/AF1QipMzQ0nBOeRloFG8KtinTvM5AzhRjq10EkUlkOo6|https://lh3.googleusercontent.com/p/AF1QipOrIbF5k0ZiTIvzL7x8TS9tBGSZtI01_CsepCL3|https://lh3.googleusercontent.com/p/AF1QipPrq6QwAPVrNGp0OumGjQsCUrZY6NJIZM43pDNO|https://lh3.googleusercontent.com/p/AF1QipPHqpmBUTnICYbZmEeTM8NjhJ8aDtmf6MvOTYEK|https://lh3.googleusercontent.com/p/AF1QipNARi8cXpfKQp31h3mtZfFdnBbKkGDPXVtAd6BB|https://lh3.googleusercontent.com/p/AF1QipP8cW0tH0LrERwHDGQNZhnWmGeNfrExentk0U6Q,0661-046152,https://lh3.googleusercontent.com/p/AF1QipMzQ0nBOeRloFG8KtinTvM5AzhRjq10EkUlkOo6
"Q5CR+CXP, Tanger 90060",GOLD HOUSE,N/A,N/A,"3,5",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTbgewLh2WpAt4_6QPvF1fJVjqP1vVB4ELGMQXy29zAgSlqLDcPNGzqlWX-cDACqHJqg6K5UlUMC6nyUet-Ib5-lEpJFdA-f0dXO3BBtXZkNmSPtxVwrPaxC3pDddsQWjxTzWp-ka7Nmk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTZK_wq8piegP75alczpHd6idz6wsbmHTnBaHPQt_smIwSqo4OIZ6LhLzBgroVHpGcf3J13IccSuse8XXtcZZXUBG4ZiWStg7x6zzt5ExDJw6Z7LOhxaBJ2T7QD1zg9Fd8TqJ7|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-Itz8O7229iqasqaJAZT9-wyEcc8F0ekvoRyOExgAB7TMsfL1zFcJo-BFQsolQc3tsmmzLwmLv55SH2_t4gCODhg8IPYh6eCs2cATwi2z5B3MKP04YBN9yJ--rUA0PoD3Zg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhbOH20MSRK85ztJ_vSgJPxCB9xbLmV5xK_-Ur2RQINUXHUrSGfK7HmDBH_bIsiMpGrUiBkHg30xXoQcnSB5Gfa15xAYyJ5NZZ1p3-xlj8HLDBiZGZZRr5acRlMm1rlzbqLxt2|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwA6NhXKV9oUHPt5IQKx6zQLBBulCvAcFPmF4AFFtwy3456u2AEXGzV3OWPShNYJ6KU5TRejqS4eRPzR4JpaW16KJVR7_ttWpFO6dL9mx7k4XV78U-hPDkWIissf7j0ZkNBIzqM__vIssCq|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz59l_rj2VMVv4TyDPgkpCYBnC5QuZoeaFEnhJQY9o4dfrEmQFK-dFOQSF4XVFGvVTqQCnR5b50rZQnmqhNlI1RIwp9K5RFNRkDWKtE_JPoB-easpAviIZAams4mxm1RNG-VRsSQRnSviUZ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8kE3HBiKfcAd7S-nsQC1cXPy99SI21Avfv3GnNbYyNd7f6hD57Rj7gQP5AjYs2D7h5_lIv05wkF6IlVVMLDegEH6QNW0ZN_f0YAJj3SG1Vl4BnDRUHaCsYM3SfGkrgLd2r8PJMB2cU3YP,08085-45277,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTbgewLh2WpAt4_6QPvF1fJVjqP1vVB4ELGMQXy29zAgSlqLDcPNGzqlWX-cDACqHJqg6K5UlUMC6nyUet-Ib5-lEpJFdA-f0dXO3BBtXZkNmSPtxVwrPaxC3pDddsQWjxTzWp-ka7Nmk
"152 Av. Ibn Batouta, Tanger 90060",حمام ابن بطوطة - Hammam Ibn Batouta,N/A,N/A,"3,9",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiqO1iasK6kFX9h1dOYlJ_92-tTOEHdgH0CVGYL_DbSt6f5REDX3zvYxl-gGoPLdYPdp7ajaX0wCtvhgtbyXWIIL8a_6UyImuqsgJ0xekrphxaZ6PZZD7Fc78UAWWybYi-I_o|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyv-hKKZCk54BoZP3opcKHeaCRvqjYUT05GiFIpqz11d7HGp_vzxS-4lzgHTfFb1WQISZhpkk7lG2tkbZ6u7FHhapQ_pK5vaddo9tUheuLdShjrk8PpU3eouhCt44DVseiAKWs3FQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVrIqCPoHVYXzT2Mrqnsv4s7rCIcULYLDepSqF68p9-vTZF2DNUJip1tn1cO-zW9KtGBtugZ62OQprFuxTgCKjR9_TIi_jGikzzKIQV6WDeIrOAb0DqyHFtkLi6ctP4eLTYRRDeA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMWlvIjdcxYQBGbJSGQmpBoJmcv58CGhyFukv4J4cpWivrk6FCql6nMMzUnX4Fb4yr652XD-aOSZpz-xUJWxCdjCKZuxXXE2w1US3B2LjvzU4t9m8xlhiYmOSDhzNGh1ZAdaJp|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4H22MXLvXud8_znUenZkhfF2NP4Yi75bLe205A4iyzsy4Xm6_hFLxSo2BouJr-1hQj62bfU8uSjIzECXDQGKzC0UysE1wdr7T-jksJKO5rFraIg_BJCW3r4onJi_sjNQcvSU|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbYxViL985ADTlKwRBgXdJIKY6RBBjAq1afd24RIqf-J2Riwnt6hXCScoHAlQUfwOZzpz7Mgz2NK_0eK3pJBqXbMyZ-uGFEnIk0HkF087wQga6LBRmZDpKKsTZgkUd0RcNIxQq,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiqO1iasK6kFX9h1dOYlJ_92-tTOEHdgH0CVGYL_DbSt6f5REDX3zvYxl-gGoPLdYPdp7ajaX0wCtvhgtbyXWIIL8a_6UyImuqsgJ0xekrphxaZ6PZZD7Fc78UAWWybYi-I_o
"Villa 4 en face de Asswak essalam, Tanger",Imane SPA,https://www.facebook.com/imane.spa,N/A,"4,0",https://lh3.googleusercontent.com/p/AF1QipOOAcq1q5EuTht8KudZsw4YnSjXvfwxi3M0PX7d|https://lh3.googleusercontent.com/p/AF1QipN71uqcj3xEQ9nQRitZQasj4KnFv5pGvc3i2Ssh|https://lh3.googleusercontent.com/p/AF1QipNkbh7ouG0ZEHX_Zgyhh7L1g2CCco9eRtM2VX3Z|https://lh3.googleusercontent.com/p/AF1QipOK2JXghTo_sZZhUwlKQFdz7goSMWSd03O4inxU|https://lh3.googleusercontent.com/p/AF1QipMomCSWw-guYCdVhqbA4pjxN36-mO82glLEA290|https://lh3.googleusercontent.com/p/AF1QipPk02qSykwSa7FMWO8L-dBsFu-FicnTPIfOcaas|https://lh3.googleusercontent.com/p/AF1QipNK0ETKeQhIxR5CGjNbiBMUaxPIJnmkrq0M2zao|https://lh3.googleusercontent.com/p/AF1QipM4nF7uTwf5wIe9X6JI_N-vclqHz9gUsv7GU2kc|https://lh3.googleusercontent.com/p/AF1QipNu5Q_mZEAVBaGBrS2Wmrsz6F79rA8rEhijXr3m|https://lh3.googleusercontent.com/p/AF1QipPR9WyHG1HywronPxlgOOpSKx_S3Y95bUkoF1Xd|https://lh3.googleusercontent.com/p/AF1QipOg7QyTZ-M0RU1jNMTImfpgLDGoiG1Y100sv5re|https://lh3.googleusercontent.com/p/AF1QipML12r4Q_OAN36PXCgAGOfsd89ncUW3LQvkkr0J|https://lh3.googleusercontent.com/p/AF1QipPAxSO7-bJbjfX1JZriqkjk8HBaBw8YnCB6KISd|https://lh3.googleusercontent.com/p/AF1QipObQX3P5_W9beckvv6tNZlAP7bmLxVVg3jqRkVF|https://lh3.googleusercontent.com/p/AF1QipMAK8sTPZGyUnH9Tps50w2QU-hPX3iUzvht-gqa,0531-050028,https://lh3.googleusercontent.com/p/AF1QipOOAcq1q5EuTht8KudZsw4YnSjXvfwxi3M0PX7d
"15 Bd de New York, Tanger 90060",MARIPOSA BEAUTY SPA 100% Femmes,https://www.mariposa.ma/,N/A,"4,7",https://lh3.googleusercontent.com/p/AF1QipMjY0-kqBJWJqb2gvBJOk1U9vKps8rs8pMpBd92|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwq66tCtIZzKEZgRKLnwPGueyQcdDtk9LNVTD6h5RtGcgPqsdfM1OpfgYwQ26qW6Ik_pqFMLkv1N6k98LXO1-jmXSOtIdOKy_14FQ50-YlNZEkXDe-OjRXdrAb0c29KYdJtO0NGfOQYhmG|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZtBhhndW94s4L7nKS2JXDimNIg8dKXsZ-WmgmjWIq80jjMtyKdvubgQSvglgBV_kyWTJp5JBXfkLs8gBBOmSooMcqbKZdNzhnmXUcIrMaMoj4NE91zAES1fEXg1CwiiXeKFQL2tzT7eEu|https://lh3.googleusercontent.com/p/AF1QipP9b7Jos2gjBflePnnXs1gIzawFBYbqV2kfXYHJ|https://lh3.googleusercontent.com/p/AF1QipO7EdDMKvpOPib71YIQ83LN2gXSJpqHh8FkMFze|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDNrAuEDTmroUHuzm1CXgIMVgkI1uk0yU7r3tOFNOAThh-OalAlJWnS5I5joD2hZumshsr6P75-fx4XHAtW4nA_5Rvj_2KD8d6BGk1AyRi60nDoUrZkbeYiQ4wUEzEvmf5jZVOxXqHc1-B|https://lh3.googleusercontent.com/p/AF1QipPza_PvSWkyRCeilNXwciX7D74sYmN9FrOMTX44|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLUpiHAo3eAG0mj3NbZnbhwUIHUgyV0lI20STh2MqOPQg4k-aZCOIyeWxzRoUCsgLlyx9xgTCBpCtHHMElJLDzkCB8zwDrf5ddFLn7tkulgpCurmrAhFmbO_mY7e7EMQbnjI2FyUsoQNM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyukas9DOWuQal3S_JGydz61ycAfp7izro7Gr8uUqRaJIt-iZeIf3m86r4sfdQKdM8IPA_ILezqoyTdMgg2foT8B8XTRyHGejr5XhbB72XD81vIFTFsnaDv0v8LniJlbxpfWefmfUbFQlrc|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWEr1cQIWcC4-b2FemP4pZKMCifS45YOhxj-IUl89mLOru9LMwskpxGj50yrtrmq7_7uHRGMCNjVuR3taJPp3DQnjX4ojRLn73IjeeVPabWVKv2glmEgQUE3ZAlyBrl-sEYwYZbFtyNp9b|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5OzrdHapF4uw5OT8xilxFe0LoEZAbcqGMScPbci04YDtUQnM-2U3b5h0rzo-CciLIMoNEWEgNJCDL3X5B0tYiVNYj-fwwgRUrriaXKRfhScZ1888sby68ccHuIFQHlBoWqeXd4Klurb90|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3gwzdOUv3_wF1k43jNByry52JV1r-YcoDP_u8c6S52ViXG9nhINh5JuvK7hWWLomug5M3mL_mCKWNGfnlBGg5tpDGIG_5JxsveJpFvn6r2bpJWe7fwHFGXCDhXG3VWA9uivGgB4cpP_NN|https://lh3.googleusercontent.com/p/AF1QipP9IvpJftj5xFow65r4wMwieZ58oqsCE6N30fav|https://lh3.googleusercontent.com/p/AF1QipPepuIZhcqhyfAUnxp9pri9Kn6Zli9PIPKcWkmn|https://lh3.googleusercontent.com/p/AF1QipO_28nR1QusInAhtfOG_mnSliRBw83CYttQLs3c|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5y2CJN2g_GCm3SQNa5kTrebZVygwT_9eu5GYbP3XLiBQRjMRRQ2CuGmm2elGgj83nvL7aeRXfjTcRD4CKMdKTgA4plg_5qmJFs-vbv1Y4k-I6o7dXcTipaO1aodlmHlMFAVQpdBaPNfx3|https://lh3.googleusercontent.com/p/AF1QipN5Llac_vWURoImHg0dLumVS3UQe_42FVjnBoEb|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfOucJCfurWrFBBLz-sZb6fenrxeviWbTiiLPhvkIYg85k6WON-I3SFik50_s19zCLx58MVY2sD3JDnwNH16tqf22sKP04VAOON4sYfkI7GQAvxVTo9jw59DiiiC6LPrG4x6wi7sEJuDyy|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBjVUt02NCUjdJaotRs0CFca16eqFo4maUNMGltP1cXOVifYG6D0Fm0VVc_aUCe0bDi1Fbvx2WmLkfyvSIMj44L9CLzNTSqF_fpjVE7u0amIPHBO_hYPf9oxLHRs9DAbhzNCGW6dLYV6uv|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUL4HskLWLdMBZSIRt-j6OAQvou650Rd0EB0DX3s-qbrL_2eKcYpR24AYP_UTdT2ffc3f7BX1YI7zcd3Nm0DOtvvCKxuH-DVmdXAOZ8JPMvkLHJGNTNdPSG_Rc9ixcJ_Ti0Mt4SgVO5ik,0662-871727,https://lh3.googleusercontent.com/p/AF1QipMjY0-kqBJWJqb2gvBJOk1U9vKps8rs8pMpBd92
"Rue Ibn Aajeroume, Tanger 90060",Quintessence Spa,https://www.facebook.com/pages/Quintessence-SPA/632896310188784,N/A,"4,1",https://lh3.googleusercontent.com/p/AF1QipMqPwoJVHGIypwhXFyx4_oBGN6wwbEb1J05PHyZ,0661-447179,https://lh3.googleusercontent.com/p/AF1QipMqPwoJVHGIypwhXFyx4_oBGN6wwbEb1J05PHyZ
"Q565+47, Tanger",mouna spa,https://www.facebook.com/MOUNASPA.MA/,Situé dans : Complexe aida village,"3,9",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJ6sMdsZg9PTG2LdaMPIE-xwTZj9yGeshupFjZqghZsm50ulXfsyuTZjY-AIMMyohddqpz97iiQWph7zXB8iVKaLiBA1-TMxjgkUpcYVHm0jniqMrwvGvEfmjiGVCsf0qk3H8Y|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxs81hxRHyhIVTdbFQvx02i9luCFLbL2Lvox9pS5xUXLuQk5_vtmZ5yJE02aVorJUofWb_nDBB44MLNMkePOjMdBrhQdt9ZNIKVKevjfentUo5XKdedEoWUYt8IeCH6aYMHbkls|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtDhMMUl_6umt6LHngSCjYi2wajGOLU9Sn88nVCiZayf9awFLDXYGjSj4rNXTtHyvGyvoVnyFGcb2tcI6hqkxa4s9aXYYZgnWxTlT4SXlfJFkJzfYLuY715-6YSA-XNE35xvHu|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwI4Gq---IJLHsHlbfC8Jb1Z2t-SxYOT9K9zVf-OaNQrIxhqu0uOguGmN9iRujJXkzRQ7dhJfkRm92kvsCri0kFsGvF2dj2Vm1gNHwSkJslCI9SWbF87NY2fZkflPbeZyrCEvZfhQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsCjWVYTNvPqQzFdOMGoXWUYDvzRwBp8nJ8H1C9LK2tCAV-1-IpSHpj3zKJyPmNxC0_4wo_hV84tGHeql9xo_GbGitH7SlS_zvSUF65lB25Cbe_1sXX5YcmI7inbv56KSGLn06WQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzO1_m6rNx8BifEO1jWseD6Nz_O-w8IrrTRdi2JrxTAooRA6jBeNiLFZCgM9ToitkHhexSRN-AmoI4XjE-jZzZxio8KOAoIbyZgIx2zYYeJwo-hbJNWunEW-ezNpMLJLkKw7tf9snXHPCqM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8nQFzGICvkVK2JBe3SEtuqFkaNhX93v1QfLMdGbCiCEOY6iBk75XFGFkomzVBHjMcXPUMxLn7oEsQ1lclF-SmLEYmP42lZ6JYTVx31DunuxLOHLYTFPhSPgogxuo1_8XwCDV9|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWHobOo1QmVstWY_6RALlM8ZRB93_VFI7z0Fddpi8j3irs53sgiELlpSCVksklhcR3SwL3plGVZIAvsrLYV6VNVya7VRoq5_qMWaI5PEC4LsrTDrVEumQAQo0miySQ7tzVounmlQ,0637-756892,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJ6sMdsZg9PTG2LdaMPIE-xwTZj9yGeshupFjZqghZsm50ulXfsyuTZjY-AIMMyohddqpz97iiQWph7zXB8iVKaLiBA1-TMxjgkUpcYVHm0jniqMrwvGvEfmjiGVCsf0qk3H8Y
"Rdc N2 imm el fayhae, Av. Hassan II, Tanger 90000",SPA & HAMMAM chez Jasmine,N/A,S'identifie comme géré par une femme,"3,9",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSDpCsWqFRRX8h7Qw-QkKrzJtSFdSuYujUBixPRBdF8_Mnm-bYpi874xWZvCGsqRmv7YkS-UfrYgYGorjQc_kA3EVFtZiigrca5Hn-QI9jznAfYhPgGdhgjdAYrQhLDBHOH0oeysmlXXk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlFKKiG1DRhJdCfdd8WN6r6QUN7FgTVc-rriFjnVfAtjEks8WXjDUUvbPAsds27R6GT-l29seRCcxvjHKkOvIM86vFfW0YoSINy7rANLJlZNZBA2vGvM-EqBhS7BEjRCRO-iEF|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyW46rm-umc2KWTft91Sq8rqwm43J_28Ccavff-cKcrUPH00DoyIY-iSAG52YmtBx2vPX0-aQDU982k0f7kSFchGsqSQ1X30tGfZYAeaBK3VSj5jbke_q330sfveh-YDtp2x4tuS-_tI1Pb|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaNGSTZIIOOvvfAgjplknEPwTNRhjPz3-_9lyVGEGJAoRihQk2QpuX9e8E3b3QVzexpHNwvyA89FnW2CCZ3fnctvB1bJbzy2bo_z8ICAdap_3LwiPnMdr_V2NiDLAwB7Hc5tf1QQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxeOzpLdgNRQiBqbCbq5NkMbTZ42iz5He9zSYN2pIJhpOR35um33qN4Ej6MlpJwMrMwzRbKseY9L3A3ue_T7nMPWGQh9oeu03sY-IsESkvj49g9HkEliwLUfH1wKfOlMUU7ynhSEy1FfXtY|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvOppOM9sPxwPZAsEywnQiH0ZSABk-1DDlKAG0-azXFbBjxR3qibgO5YzzMqVbvVDPFja7YYOFcbC8OwAzqZhQCygrhpj16H5dwaf48lKFx6zjmypho8tEi_njRODHiULWm2gHeWdDmkFb|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx01m5HDvytDqovmZgfIx_Uuh7q9sxFGeQjypdZ6PRuuAwCxleve4swHaXyPJzblacYLqJ1TelRkJhGTWIZq5rKVlejLNiV31RzcghXrpOlXDGTjk2aAXIx2fEohuQfueZIpAU3N7vJwPV6|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzENnU-ij8cFXjq4lrH_uWR_toMvKi9Mm-YO5TpBH3swPXHBbr8gWjOHBlPQz7l6O58UMgG-lw9nbu5xnIc55hVReAgxSLa4OVreTzXfxpCOSQj3RGU59cMYvomHTWVHW4bzinhmw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBkkNOwLTgv_akdJ0go_juZLuufmMczU3l56mAESWwRwLLsH0r3RnRAtJovekIqUQey-U5ZUTtEI26ZnhBWRzZvgrxNBIUeq11HJmoAQwczL5bra5eB-kei9HCzh_j4mUIr1pmbCqs7wqo|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBJBfO0MVUs086wPj2boR81CsnmLID7Q990nY4Lqn3JF0yo5XxwGAlIwp1Qj3ONuZI8dCWyumPnBZnXT2CBEajbnCK-VsZWhgFOvIDUwCwV8EjxYwP0gcKUSP-VXae4Hb5U_E|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwC3QLz7zVCujd1JprYipQFP-nhJTUH99v5cFTtzXEDkvScwlAB7XzOTDBoNeciyY9Dgbs2o1rRfcclOUCofn2mtPX7dErYSSHkj-sj_RCxBWcLlgw0zzerHbh8PLs3DKR1yVPeaQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwd0U7zzIesQFzC0iBG-IPcfVI-rNX85F3cuBNCAP7bSyYcJeYioL6jqAI-x9U764Z8wfmgBT0_mRc8kKsqJeA7EYPK2u4ll9CH2CHnl0O_HkyAmTSIg6LUHkiOecDr0tPSQlgSkYR1RW7R|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxGalHzNKg_1JDISAgEnNgOgR58v7BPNRFOM2UH6dx4uEBTIQdEgGMEeOCQCAK9cOdN-kYRvCbOURK7Wgfn8R7prqgiNJ8CJBZJUkXSpWdxzMRNXCzw5b07WR9mL0BrJaeLQbfnlNqzPLGz|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyneUqDxsezMQYwTwFg564AFitOUzsDhKDyoAMm7djSwdjdI96XPAcSsKPqAM35PoT_6TSIOR8CInq9RuWQUPVleewVX-SyD6eFIJO1m5EWKkfIBOUqsnFEY1h7G3jHLVtVRV4GyQ|https://lh3.googleusercontent.com/p/AF1QipPaKwA5G0er7iCZhkU-UaQ75WAFJww7T6BwBMHO|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYKJ1cfVSnHtXlbBIuEl0yaKCHixi01Crar7fLNabZzL-7K13oiLDaT0g-8c4PeL_JUoslE28dJrx3Gd9RFiBEaxQ-y_7v9tyAfQbvMX-FUdb6Lk-bOAU6Dq0yaQNQNIndALPliQ|https://lh3.googleusercontent.com/p/AF1QipMyZ0jSh46Djz--OB1lih3IXHY9f-9kKRdM9rkW|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnrpoJ1sEi9gyU3gjlal2Yj1hImmqo45BwJABsQfVvDLFJ7Zoqi_YqD746GBDMUs15Q6qx8x3n4O9Hz9xcgQi6JCKxYKVMepSwUW_bo_lC4vAlfsU5RYBX1UWgCvplv41UxJbrtA|https://lh3.googleusercontent.com/p/AF1QipPI9tx3yMoo4QFUl1lnlIOgfYsbu0DzPl6_oHuH|https://lh3.googleusercontent.com/p/AF1QipOX3frknyD4kAji0KADpoP_ZCQo5JsfAWi9aEVu,0531-036508,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSDpCsWqFRRX8h7Qw-QkKrzJtSFdSuYujUBixPRBdF8_Mnm-bYpi874xWZvCGsqRmv7YkS-UfrYgYGorjQc_kA3EVFtZiigrca5Hn-QI9jznAfYhPgGdhgjdAYrQhLDBHOH0oeysmlXXk
